"sep=	"
S21_Timestamp_CAL	S21_RealTime_CAL	S21_GSR_CAL	S21_Quat_MPL_6DOF_W_CAL	S21_Quat_MPL_6DOF_X_CAL	S21_Quat_MPL_6DOF_Y_CAL	S21_Quat_MPL_6DOF_Z_CAL	S21_Gyro_MPU_MPL_X_CAL	S21_Gyro_MPU_MPL_Y_CAL	S21_Gyro_MPU_MPL_Z_CAL	S21_Accel_MPU_MPL_X_CAL	S21_Accel_MPU_MPL_Y_CAL	S21_Accel_MPU_MPL_Z_CAL	S21_Mag_MPU_MPL_X_CAL	S21_Mag_MPU_MPL_Y_CAL	S21_Mag_MPU_MPL_Z_CAL	S21_Date	
msecs	msecs	kOhms	no units	no units	no units	no units	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	uTesla	uTesla	uTesla	dd_MMM_yyyy_HH:MM:SS.FFF	
1620130445.8313	1486395580199.59	-40.0136046255727	0.856046140193939	0.515619337558746	0.0363563485443592	-4.88944351673126e-07	-0.72998046875	0.8740234375	1.46971130371094	-0.0620574951171875	0.880142211914063	0.4642333984375	-16.8657836914063	-33.0218200683594	-30.8921661376953	6th_Feb_2017_10:39:40.199
1620130512.48169	1486395580266.24	-40.0136046255727	0.849881649017334	0.525643110275269	0.037416223436594	0.0005590645596385	-0.9130859375	1.240234375	0.310043334960937	-0.0663299560546875	0.879287719726563	0.4637451171875	-15.9658203125	-33.6217956542969	-30.8921661376953	6th_Feb_2017_10:39:40.266
1620130579.1626	1486395580332.92	-40.0136046255727	0.844400405883789	0.534317076206207	0.0386331751942635	0.000845403410494328	-0.97412109375	-0.77392578125	0.493148803710938	-0.0714569091796875	0.870986938476563	0.4681396484375	-17.4657592773438	-32.1218566894531	-32.3921051025391	6th_Feb_2017_10:39:40.332
1620130645.78247	1486395580399.54	-40.0136046255727	0.833700060844421	0.550789177417755	0.0396666973829269	0.00142059754580259	-0.48583984375	0.99609375	0.249008178710937	-0.0570526123046875	0.879776000976563	0.4727783203125	-14.765869140625	-33.0218200683594	-32.3921051025391	6th_Feb_2017_10:39:40.399
1620130712.43286	1486395580466.19	-40.0136046255727	0.829725503921509	0.556703507900238	0.0404083654284477	0.00205676257610321	-0.4248046875	-0.89599609375	-0.239273071289062	-0.0580291748046875	0.870620727539063	0.4710693359375	-16.2658081054688	-32.4218444824219	-32.6920928955078	6th_Feb_2017_10:39:40.466
1620130779.08325	1486395580532.84	-40.0136046255727	0.826065838336945	0.562094211578369	0.0407463572919369	0.00227484945207834	-1.34033203125	0.08056640625	0.0048675537109375	-0.0575408935546875	0.875259399414063	0.474609375	-15.0658569335938	-32.4218444824219	-32.0921173095703	6th_Feb_2017_10:39:40.532
1620130845.76416	1486395580599.52	-40.0136046255727	0.817567586898804	0.574254155158997	0.0425062477588654	0.00295775476843119	-0.4248046875	0.5078125	0.371078491210937	-0.0616912841796875	0.874526977539063	0.4730224609375	-17.165771484375	-33.3218078613281	-32.0921173095703	6th_Feb_2017_10:39:40.599
1620130912.38403	1486395580666.14	-40.0136046255727	0.81503826379776	0.577843129634857	0.0423882380127907	0.00362049974501133	-1.5234375	0.8740234375	1.04246520996094	-0.0563201904296875	0.877822875976563	0.4765625	-13.8659057617188	-33.6217956542969	-30.8921661376953	6th_Feb_2017_10:39:40.666
1620130979.03442	1486395580732.79	-40.0136046255727	0.813139379024506	0.58046305179596	0.0429329536855221	0.00486494973301888	-1.82861328125	1.97265625	1.28660583496094	-0.0564422607421875	0.869277954101563	0.48046875	-16.8657836914063	-33.0218200683594	-35.3919830322266	6th_Feb_2017_10:39:40.732
1620131045.68481	1486395580799.44	-40.0136046255727	0.806524336338043	0.589493930339813	0.044237058609724	0.00763622019439936	-0.85205078125	1.17919921875	1.40867614746094	-0.0630340576171875	0.875137329101563	0.47216796875	-15.0658569335938	-33.9217834472656	-32.0921173095703	6th_Feb_2017_10:39:40.799
1620131112.36572	1486395580866.12	-40.0136046255727	0.804991245269775	0.591532289981842	0.0447012707591057	0.00897105224430561	0.61279296875	2.4609375	1.95799255371094	-0.0570526123046875	0.877090454101563	0.469482421875	-15.3658447265625	-33.6217956542969	-31.7921295166016	6th_Feb_2017_10:39:40.866
1620131178.9856	1486395580932.74	-40.0136046255727	0.8034388422966	0.593555212020874	0.0453606173396111	0.0109759075567126	0.0634765625	3.0712890625	2.56834411621094	-0.0610809326171875	0.878311157226563	0.472900390625	-17.165771484375	-31.8218688964844	-31.1921539306641	6th_Feb_2017_10:39:40.932
1620131245.63599	1486395580999.39	-40.0136046255727	0.797132909297943	0.601830720901489	0.0469305627048016	0.0132836941629648	0.91796875	2.3388671875	0.859359741210938	-0.0642547607421875	0.869644165039063	0.47119140625	-16.2658081054688	-31.2218933105469	-32.0921173095703	6th_Feb_2017_10:39:40.999
1620131312.28638	1486395581066.04	-40.0136046255727	0.796704053878784	0.60234147310257	0.0473894253373146	0.0142001286149025	-0.85205078125	0.32470703125	0.737289428710938	-0.0565643310546875	0.881729125976563	0.4781494140625	-15.3658447265625	-30.9219055175781	-32.9920806884766	6th_Feb_2017_10:39:41.066
1620131378.96729	1486395581132.72	-40.0136046255727	0.796869099140167	0.602092623710632	0.0474583841860294	0.0152254654094577	-1.279296875	1.728515625	2.01902770996094	-0.0594940185546875	0.867935180664063	0.4736328125	-16.2658081054688	-31.2218933105469	-32.6920928955078	6th_Feb_2017_10:39:41.132
1620131445.58716	1486395581199.34	-40.0136046255727	0.793829798698425	0.605995535850525	0.0479131676256657	0.017552612349391	-1.21826171875	1.91162109375	0.432113647460938	-0.0547332763671875	0.874160766601563	0.4771728515625	-14.765869140625	-32.1218566894531	-31.7921295166016	6th_Feb_2017_10:39:41.199
1620131512.23755	1486395581265.99	-40.0136046255727	0.794194400310516	0.6054447889328	0.0485555082559586	0.0182818360626698	0.97900390625	0.99609375	0.371078491210937	-0.0605926513671875	0.872695922851563	0.4776611328125	-15.3658447265625	-30.9219055175781	-33.8920440673828	6th_Feb_2017_10:39:41.265
1620131578.88794	1486395581332.64	-40.0136046255727	0.794536530971527	0.604934215545654	0.0490925423800945	0.0188712701201439	-0.4248046875	1.42333984375	-0.117202758789063	-0.0587615966796875	0.875503540039063	0.476318359375	-15.6658325195313	-33.9217834472656	-33.5920562744141	6th_Feb_2017_10:39:41.332
1620131645.56885	1486395581399.32	-40.0136046255727	0.792528331279755	0.607511043548584	0.0492436587810516	0.0201044082641602	-1.70654296875	0.1416015625	0.920394897460938	-0.0513153076171875	0.879043579101563	0.4813232421875	-17.4657592773438	-31.5218811035156	-32.3921051025391	6th_Feb_2017_10:39:41.399
1620131712.18872	1486395581465.94	-40.0136046255727	0.794038236141205	0.60552990436554	0.0488996580243111	0.0211091749370098	-1.8896484375	0.99609375	1.53074645996094	-0.0519256591796875	0.879043579101563	0.4796142578125	-17.165771484375	-32.4218444824219	-32.6920928955078	6th_Feb_2017_10:39:41.465
1620131778.83911	1486395581532.59	-40.0136046255727	0.795401155948639	0.603692352771759	0.0490120649337769	0.0221405122429132	-1.767578125	1.240234375	1.04246520996094	-0.0559539794921875	0.871841430664063	0.4796142578125	-13.8659057617188	-32.1218566894531	-32.3921051025391	6th_Feb_2017_10:39:41.532
1620131845.4895	1486395581599.24	-40.0136046255727	0.794500946998596	0.60478687286377	0.0491372495889664	0.0242212656885386	-1.8896484375	0.32470703125	0.981430053710938	-0.0541229248046875	0.873062133789063	0.4832763671875	-14.765869140625	-32.1218566894531	-32.9920806884766	6th_Feb_2017_10:39:41.599
1620131912.17041	1486395581665.92	-40.0136046255727	0.796519875526428	0.6020467877388	0.0493856519460678	0.0256302189081907	-2.19482421875	2.705078125	1.53074645996094	-0.0507049560546875	0.873184204101563	0.4830322265625	-15.6658325195313	-32.4218444824219	-33.5920562744141	6th_Feb_2017_10:39:41.665
1620131978.79028	1486395581732.54	-40.0136046255727	0.798351466655731	0.599475502967835	0.0502140074968338	0.027251536026597	-1.767578125	3.3154296875	1.16453552246094	-0.0546112060546875	0.867935180664063	0.4842529296875	-14.765869140625	-33.6217956542969	-32.3921051025391	6th_Feb_2017_10:39:41.732
1620132045.44067	1486395581799.19	100.041016816895	0.799610495567322	0.597214698791504	0.0538753047585487	0.0324860066175461	-4.94140625	5.7568359375	0.676254272460938	-0.0547332763671875	0.857192993164063	0.49169921875	-15.3658447265625	-32.1218566894531	-32.9920806884766	6th_Feb_2017_10:39:41.799
