"sep=	"
S14_Timestamp_CAL	S14_RealTime_CAL	S14_GSR_CAL	S14_Quat_MPL_6DOF_W_CAL	S14_Quat_MPL_6DOF_X_CAL	S14_Quat_MPL_6DOF_Y_CAL	S14_Quat_MPL_6DOF_Z_CAL	S14_Gyro_MPU_MPL_X_CAL	S14_Gyro_MPU_MPL_Y_CAL	S14_Gyro_MPU_MPL_Z_CAL	S14_Accel_MPU_MPL_X_CAL	S14_Accel_MPU_MPL_Y_CAL	S14_Accel_MPU_MPL_Z_CAL	S14_Mag_MPU_MPL_X_CAL	S14_Mag_MPU_MPL_Y_CAL	S14_Mag_MPU_MPL_Z_CAL	S14_Date	
msecs	msecs	kOhms	no units	no units	no units	no units	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	uTesla	uTesla	uTesla	dd_MMM_yyyy_HH:MM:SS.FFF	
1620970761.65771	1486396411809.51	-40.0136046255727	0.741348385810852	0.667980253696442	-0.0648456960916519	-5.5413693189621e-07	-12.8480072021484	-9.73031616210938	-14.4480438232422	0.096832275390625	0.997467041015625	0.0998992919921875	-29.8343963623047	-37.0571441650391	12.3100433349609	6th_Feb_2017_10:53:31.809
1620970828.30811	1486396411876.16	-40.0136046255727	0.739745736122131	0.670523464679718	-0.054925087839365	-0.0125581743195653	-7.72161865234375	-11.5009002685547	-3.156494140625	0.123687744140625	1.03128051757813	0.0422821044921875	-27.4344940185547	-38.8570709228516	11.4100799560547	6th_Feb_2017_10:53:31.876
1620970894.9585	1486396411942.81	-40.0136046255727	0.73929351568222	0.671288549900055	-0.0490844510495663	-0.0201864745467901	-9.24815368652344	-7.10700988769531	1.84844970703125	0.152618408203125	1.01162719726563	0.116378784179688	-26.8345184326172	-37.3571319580078	10.5101165771484	6th_Feb_2017_10:53:31.942
1620970961.60889	1486396412009.46	-40.0136046255727	0.73782742023468	0.672476589679718	-0.0418314449489117	-0.0404502265155315	-6.13543701171875	-27.3707733154297	-6.81852722167969	0.164825439453125	0.996978759765625	0.113571166992188	-27.4344940185547	-40.0570220947266	11.4100799560547	6th_Feb_2017_10:53:32.009
1620971028.25928	1486396412076.11	-40.0136046255727	0.736784517765045	0.672719895839691	-0.0421713665127754	-0.0530850924551487	-7.66140747070313	-18.825927734375	-10.8468475341797	0.183502197265625	1.01358032226563	0.112716674804688	-25.9345550537109	-37.9571075439453	11.4100799560547	6th_Feb_2017_10:53:32.076
1620971094.90967	1486396412142.76	-40.0136046255727	0.735724627971649	0.673047363758087	-0.0382404178380966	-0.0652234256267548	-3.87779235839844	-11.9905548095703	-17.3165283203125	0.152862548828125	1.00491333007813	0.123580932617188	-25.3345794677734	-40.9569854736328	10.5101165771484	6th_Feb_2017_10:53:32.142
1620971161.56006	1486396412209.41	-40.0136046255727	0.729210913181305	0.678148150444031	-0.0197491720318794	-0.0893121734261513	1.24874877929688	-4.849853515625	-12.8609161376953	0.086456298828125	1.01797485351563	0.0902557373046875	-23.5346527099609	-39.7570343017578	11.1100921630859	6th_Feb_2017_10:53:32.209
1620971228.21045	1486396412276.06	-40.0136046255727	0.726991534233093	0.67972993850708	-0.0142525294795632	-0.0961631909012795	0.943740844726563	-2.28620910644531	-10.1143493652344	0.086212158203125	0.999908447265625	0.119308471679688	-23.8346405029297	-40.9569854736328	10.5101165771484	6th_Feb_2017_10:53:32.276
1620971294.86084	1486396412342.71	-40.0136046255727	0.72436797618866	0.681896448135376	-0.00862288381904364	-0.101162537932396	1.61471557617188	1.31446838378906	-8.89361572265625	0.069122314453125	1.00381469726563	0.0907440185546875	-25.0345916748047	-41.2569732666016	11.7100677490234	6th_Feb_2017_10:53:32.342
1620971361.51123	1486396412409.36	-40.0136046255727	0.717629194259644	0.687294602394104	0.00530713424086571	-0.112277984619141	7.96246337890625	3.02352905273437	-13.4712524414063	0.098907470703125	1.00149536132813	0.119796752929688	-22.0347137451172	-40.9569854736328	12.0100555419922	6th_Feb_2017_10:53:32.409
