"sep=	"
S29_Timestamp_CAL	S29_RealTime_CAL	S29_GSR_CAL	S29_Quat_MPL_6DOF_W_CAL	S29_Quat_MPL_6DOF_X_CAL	S29_Quat_MPL_6DOF_Y_CAL	S29_Quat_MPL_6DOF_Z_CAL	S29_Gyro_MPU_MPL_X_CAL	S29_Gyro_MPU_MPL_Y_CAL	S29_Gyro_MPU_MPL_Z_CAL	S29_Accel_MPU_MPL_X_CAL	S29_Accel_MPU_MPL_Y_CAL	S29_Accel_MPU_MPL_Z_CAL	S29_Mag_MPU_MPL_X_CAL	S29_Mag_MPU_MPL_Y_CAL	S29_Mag_MPU_MPL_Z_CAL	S29_Date	
msecs	msecs	kOhms	no units	no units	no units	no units	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	uTesla	uTesla	uTesla	dd_MMM_yyyy_HH:MM:SS.FFF	
1467541607.17773	1486396395318.97	-40.0136046255727	0.986457109451294	0.123512208461761	0.107922427356243	-1.0710209608078e-07	21.20849609375	-33.7817535400391	-11.8652496337891	-0.20501708984375	0.234634399414062	0.91107177734375	-4.76225280761719	10.7841339111328	-45.9341735839844	6th_Feb_2017_10:53:15.318
1467541673.82813	1486396395385.62	-40.0136046255727	0.986080706119537	0.132270738482475	0.100395672023296	-0.00836620014160872	17.54638671875	-23.4668121337891	-11.6821441650391	-0.19757080078125	0.226333618164062	0.91632080078125	-5.06224060058594	8.98420715332031	-46.2341613769531	6th_Feb_2017_10:53:15.385
1467541740.50903	1486396395452.3	-40.0136046255727	0.985467076301575	0.141151547431946	0.0930952653288841	-0.0162539798766375	16.56982421875	-25.6030426025391	-12.4145660400391	-0.15240478515625	0.280410766601562	0.95391845703125	-8.06211853027344	7.18428039550781	-45.9341735839844	6th_Feb_2017_10:53:15.452
1467541807.12891	1486396395518.92	-40.0136046255727	0.984112977981567	0.150232687592506	0.0869687721133232	-0.0372580252587795	2.5927734375	-16.2036285400391	-27.5512847900391	-0.13214111328125	0.263198852539062	0.90557861328125	-7.76213073730469	6.28431701660156	-47.1341247558594	6th_Feb_2017_10:53:15.518
1467541873.7793	1486396395585.57	-40.0136046255727	0.983464002609253	0.151110425591469	0.0850693359971046	-0.0522236302495003	6.31591796875	-9.85597229003906	-29.6264801025391	-0.15545654296875	0.254898071289062	0.96600341796875	-9.86204528808594	5.68434143066406	-46.2341613769531	6th_Feb_2017_10:53:15.585
1467541940.42969	1486396395652.22	-40.0136046255727	0.981432318687439	0.153856173157692	0.0932634770870209	-0.06648850440979	9.00146484375	19.2577972412109	-35.3027496337891	-0.19989013671875	0.244155883789062	0.92486572265625	-8.66209411621094	5.98432922363281	-45.3341979980469	6th_Feb_2017_10:53:15.652
1467542007.1106	1486396395718.9	-40.0136046255727	0.95948588848114	0.171341463923454	0.191723003983498	-0.115200504660606	64.970703125	142.670883178711	-84.7412261962891	-0.51971435546875	0.170913696289063	0.83734130859375	-7.76213073730469	4.78437805175781	-49.2340393066406	6th_Feb_2017_10:53:15.718
1467542073.73047	1486396395785.52	-40.0136046255727	0.935899198055267	0.192878410220146	0.253594517707825	-0.150268033146858	120.0244140625	107.392562866211	-84.6801910400391	-0.57525634765625	0.0561676025390625	0.86175537109375	-3.26231384277344	3.88441467285156	-45.9341735839844	6th_Feb_2017_10:53:15.785
1467542140.38086	1486396395852.17	-40.0136046255727	0.900734901428223	0.244983032345772	0.301539778709412	-0.19425168633461	148.28369140625	118.989242553711	-90.4785308837891	-0.57147216796875	0.231338500976562	0.63812255859375	7.53724670410156	-1.81535339355469	-44.4342346191406	6th_Feb_2017_10:53:15.852
1467542207.03125	1486396395918.82	-40.0136046255727	0.792723476886749	0.370313733816147	0.421577423810959	-0.238179743289947	129.5458984375	198.518051147461	-33.9599761962891	-0.99359130859375	0.560195922851563	0.40057373046875	12.6370391845703	-5.41520690917969	-41.1343688964844	6th_Feb_2017_10:53:15.918
1467542273.71216	1486396395985.5	-40.0136046255727	0.740242481231689	0.422893583774567	0.465042978525162	-0.238614797592163	88.59130859375	106.416000366211	-8.02003479003906	-1.01715087890625	0.546768188476563	0.21661376953125	18.3368072509766	-11.1149749755859	-32.7347106933594	6th_Feb_2017_10:53:15.985
1467542340.33203	1486396396052.12	-40.0136046255727	0.712205767631531	0.458973407745361	0.474941939115524	-0.237774178385735	57.40234375	14.4970550537109	20.4223480224609	-0.87738037109375	0.576675415039063	0.10845947265625	26.1364898681641	-9.91502380371094	-24.9350280761719	6th_Feb_2017_10:53:16.052
1467542406.98242	1486396396118.77	-40.0136046255727	0.696598589420319	0.505684494972229	0.451271593570709	-0.235345557332039	28.837890625	-1.73829650878906	10.2294769287109	-0.74102783203125	0.746353149414063	0.13397216796875	24.9365386962891	-13.2148895263672	-23.1351013183594	6th_Feb_2017_10:53:16.118
1467542473.63281	1486396396185.42	-40.0136046255727	0.69598263502121	0.514763653278351	0.445442229509354	-0.228490173816681	3.75244140625	17.6098480224609	9.49705505371094	-0.72088623046875	0.641250610351563	0.16168212890625	22.5366363525391	-15.0148162841797	-23.7350769042969	6th_Feb_2017_10:53:16.185
1467542540.31372	1486396396252.11	-40.0136046255727	0.692074358463287	0.51957643032074	0.450585931539536	-0.219193279743195	-3.7548828125	34.2724456787109	2.47801208496094	-0.78131103515625	0.561050415039063	0.09332275390625	23.4365997314453	-16.2147674560547	-22.8351135253906	6th_Feb_2017_10:53:16.252
1467542606.93359	1486396396318.73	-40.0136046255727	0.677537381649017	0.516531884670258	0.481661736965179	-0.205280050635338	-13.45947265625	22.2485198974609	-16.0156402587891	-0.85552978515625	0.519180297851563	0.07305908203125	25.5365142822266	-14.1148529052734	-20.7351989746094	6th_Feb_2017_10:53:16.318
1467542673.58398	1486396396385.38	-40.0136046255727	0.673564314842224	0.510147869586945	0.495555132627487	-0.201210126280785	-14.68017578125	31.4648284912109	-10.8886871337891	-0.85211181640625	0.474990844726563	0.05145263671875	24.9365386962891	-13.2148895263672	-21.0351867675781	6th_Feb_2017_10:53:16.385
1467542740.23438	1486396396452.03	-40.0136046255727	0.664908230304718	0.50621622800827	0.513548016548157	-0.194706827402115	-13.3984375	39.7045745849609	-13.5742340087891	-0.88006591796875	0.444717407226563	-0.05206298828125	26.4364776611328	-13.8148651123047	-18.9352722167969	6th_Feb_2017_10:53:16.452
1467542806.91528	1486396396518.71	-40.0136046255727	0.648672640323639	0.497637003660202	0.547214686870575	-0.179269328713417	-16.51123046875	39.7656097412109	-8.99659729003906	-0.91778564453125	0.464981079101563	0.00848388671875	28.8363800048828	-12.9149017333984	-19.2352600097656	6th_Feb_2017_10:53:16.518
1467542873.53516	1486396396585.33	-40.0136046255727	0.643850147724152	0.490182727575302	0.561557710170746	-0.172715678811073	-17.9150390625	27.4365081787109	-3.13722229003906	-0.95953369140625	0.378921508789062	-0.06414794921875	27.3364410400391	-12.9149017333984	-18.6352844238281	6th_Feb_2017_10:53:16.585
1467542940.18555	1486396396651.98	-40.0136046255727	0.641016602516174	0.485517412424088	0.570064544677734	-0.168513536453247	-7.783203125	21.0278167724609	-1.55030822753906	-0.87677001953125	0.401748657226563	-0.04473876953125	29.1363677978516	-12.3149261474609	-15.9353942871094	6th_Feb_2017_10:53:16.651
1467543006.83594	1486396396718.63	-40.0136046255727	0.628112316131592	0.483934372663498	0.587963938713074	-0.159939736127853	2.04345703125	24.8730316162109	-3.86964416503906	-0.83319091796875	0.435440063476563	-0.09991455078125	28.2364044189453	-10.8149871826172	-16.5353698730469	6th_Feb_2017_10:53:16.718
1467543073.51685	1486396396785.31	-40.0136046255727	0.620488345623016	0.484362423419952	0.596161305904388	-0.158047452569008	3.8134765625	14.6191253662109	-0.817886352539063	-0.95648193359375	0.430557250976563	-0.12896728515625	30.3363189697266	-10.8149871826172	-17.1353454589844	6th_Feb_2017_10:53:16.785
1467543140.13672	1486396396851.93	-40.0136046255727	0.61751401424408	0.485102087259293	0.599157154560089	-0.156086683273315	-1.37451171875	14.7411956787109	-1.30616760253906	-0.80059814453125	0.438858032226563	-0.12957763671875	29.4363555908203	-11.4149627685547	-14.1354675292969	6th_Feb_2017_10:53:16.851
1467543206.78711	1486396396918.58	-40.0136046255727	0.61152845621109	0.485432922840118	0.606577754020691	-0.149837002158165	-3.20556640625	9.79734802246094	1.98973083496094	-0.86212158203125	0.453750610351563	-0.11456298828125	30.3363189697266	-11.4149627685547	-14.1354675292969	6th_Feb_2017_10:53:16.918
1467543273.4375	1486396396985.23	-40.0136046255727	0.609276354312897	0.485710710287094	0.609415590763092	-0.146560862660408	-3.388671875	6.25730895996094	3.94285583496094	-0.91278076171875	0.432266235351563	-0.18634033203125	30.6363067626953	-10.2150115966797	-12.3355407714844	6th_Feb_2017_10:53:16.985
1467543340.11841	1486396397051.91	-40.0136046255727	0.610581636428833	0.485469430685043	0.608631908893585	-0.14517779648304	-0.703125	0.947250366210938	2.11180114746094	-0.84002685546875	0.445449829101563	-0.13287353515625	30.6363067626953	-11.1149749755859	-13.8354797363281	6th_Feb_2017_10:53:17.051
1467543406.73828	1486396397118.53	-40.0136046255727	0.609212696552277	0.486316740512848	0.610130250453949	-0.141763314604759	-0.8251953125	3.93797302246094	3.02732849121094	-0.85406494140625	0.455703735351563	-0.14691162109375	29.1363677978516	-13.2148895263672	-13.2355041503906	6th_Feb_2017_10:53:17.118
1467543473.38867	1486396397185.18	-40.0136046255727	0.608431577682495	0.487244129180908	0.610623598098755	-0.139796435832977	-0.03173828125	4.85350036621094	1.86766052246094	-0.86334228515625	0.453506469726563	-0.17413330078125	30.6363067626953	-11.7149505615234	-13.2355041503906	6th_Feb_2017_10:53:17.185
1467543540.03906	1486396397251.83	-40.0136046255727	0.608349919319153	0.487550258636475	0.610565543174744	-0.139337331056595	-0.03173828125	-2.77589416503906	1.37937927246094	-0.86773681640625	0.447525024414063	-0.18072509765625	30.3363189697266	-11.4149627685547	-12.9355163574219	6th_Feb_2017_10:53:17.251
1467543606.71997	1486396397318.51	-40.0136046255727	0.608871996402741	0.488937377929688	0.608495831489563	-0.141237571835518	3.50830078125	-1.55519104003906	0.280746459960937	-0.82135009765625	0.458023071289063	-0.15240478515625	27.9364166259766	-13.2148895263672	-13.2355041503906	6th_Feb_2017_10:53:17.318
1467543673.33984	1486396397385.13	-40.0136046255727	0.608069658279419	0.489885300397873	0.608508586883545	-0.141353234648705	3.3251953125	5.28074645996094	0.0366058349609375	-0.87738037109375	0.451797485351563	-0.17584228515625	30.9362945556641	-12.0149383544922	-14.1354675292969	6th_Feb_2017_10:53:17.385
1467543739.99023	1486396397451.78	-40.0136046255727	0.606885850429535	0.490890890359879	0.608769476413727	-0.14182922244072	3.87451171875	-0.395523071289062	0.646957397460938	-0.85723876953125	0.444717407226563	-0.19012451171875	30.6363067626953	-11.7149505615234	-12.3355407714844	6th_Feb_2017_10:53:17.451
1467543806.64063	1486396397518.43	-40.0136046255727	0.603943288326263	0.493676841259003	0.609204530715942	-0.142847955226898	3.75244140625	2.90037536621094	-0.0854644775390625	-0.85430908203125	0.453750610351563	-0.18243408203125	29.1363677978516	-11.7149505615234	-11.1355895996094	6th_Feb_2017_10:53:17.518
1467543873.32153	1486396397585.11	-40.0136046255727	0.603422582149506	0.494246482849121	0.609168350696564	-0.143232271075249	3.26416015625	2.29002380371094	-1.06202697753906	-0.86566162109375	0.451675415039063	-0.16827392578125	32.1362457275391	-11.4149627685547	-12.0355529785156	6th_Feb_2017_10:53:17.585
1467543939.94141	1486396397651.73	-40.0136046255727	0.603608012199402	0.49424085021019	0.60883492231369	-0.143887177109718	1.43310546875	0.825180053710938	-0.573745727539063	-0.87176513671875	0.455215454101563	-0.17169189453125	29.1363677978516	-11.7149505615234	-12.3355407714844	6th_Feb_2017_10:53:17.651
1467544006.5918	1486396397718.38	-40.0136046255727	0.603473424911499	0.49469530582428	0.608442842960358	-0.144546359777451	0.45654296875	-1.18898010253906	0.646957397460938	-0.87017822265625	0.445449829101563	-0.17864990234375	28.2364044189453	-13.5148773193359	-12.0355529785156	6th_Feb_2017_10:53:17.718
1467544073.24219	1486396397785.03	-40.0136046255727	0.604534268379211	0.49446451663971	0.607424974441528	-0.145182892680168	0.33447265625	-2.89796447753906	-0.0244293212890625	-0.86505126953125	0.448989868164063	-0.18377685546875	29.7363433837891	-12.3149261474609	-10.2356262207031	6th_Feb_2017_10:53:17.785
1467544139.9231	1486396397851.72	-40.0136046255727	0.605909526348114	0.494205862283707	0.606163084506989	-0.145603850483894	0.517578125	-2.28761291503906	0.402816772460938	-0.86260986328125	0.442031860351563	-0.17974853515625	30.6363067626953	-12.3149261474609	-11.7355651855469	6th_Feb_2017_10:53:17.851
1467544206.54297	1486396397918.34	-40.0136046255727	0.607256233692169	0.493712097406387	0.604844570159912	-0.14714415371418	0.33447265625	-1.73829650878906	0.158676147460938	-0.86407470703125	0.442398071289063	-0.17816162109375	31.2362823486328	-11.7149505615234	-12.3355407714844	6th_Feb_2017_10:53:17.918
1467544273.19336	1486396397984.99	-40.0136046255727	0.607979595661163	0.493713051080704	0.604064047336578	-0.147359490394592	0.517578125	-1.55519104003906	-0.268569946289062	-0.87091064453125	0.451919555664063	-0.18389892578125	30.3363189697266	-12.9149017333984	-12.9355163574219	6th_Feb_2017_10:53:17.984
1467544339.84375	1486396398051.64	-40.0136046255727	0.60847133398056	0.493610203266144	0.603617072105408	-0.147505939006805	-0.3369140625	-0.517593383789063	-1.36720275878906	-0.83599853515625	0.440811157226563	-0.18658447265625	29.7363433837891	-12.3149261474609	-13.8354797363281	6th_Feb_2017_10:53:18.051
1467544406.52466	1486396398118.32	-40.0136046255727	0.60792875289917	0.49156180024147	0.605558931827545	-0.148620665073395	-1.3134765625	0.153793334960938	-3.38136291503906	-0.86907958984375	0.431900024414063	-0.16973876953125	29.7363433837891	-13.2148895263672	-12.3355407714844	6th_Feb_2017_10:53:18.118
1467544473.14453	1486396398184.94	-40.0136046255727	0.609294235706329	0.490059226751328	0.605327904224396	-0.148932158946991	-2.35107421875	-2.83692932128906	-2.70997619628906	-0.87042236328125	0.445816040039063	-0.17596435546875	30.6363067626953	-13.2148895263672	-13.2355041503906	6th_Feb_2017_10:53:18.184
1467544539.79492	1486396398251.59	-40.0136046255727	0.610541820526123	0.488891780376434	0.604965269565582	-0.14913222193718	-1.8017578125	-1.31105041503906	-2.22169494628906	-0.86676025390625	0.440811157226563	-0.17913818359375	29.4363555908203	-12.0149383544922	-12.9355163574219	6th_Feb_2017_10:53:18.251
1467544606.44531	1486396398318.24	-40.0136046255727	0.611173868179321	0.486702561378479	0.605911314487457	-0.149862185120583	-1.0693359375	-2.40968322753906	-1.85548400878906	-0.88275146484375	0.430923461914063	-0.17279052734375	31.2362823486328	-12.3149261474609	-11.1355895996094	6th_Feb_2017_10:53:18.318
1467544673.12622	1486396398384.92	-40.0136046255727	0.612765789031982	0.485508471727371	0.605136930942535	-0.150362491607666	-1.13037109375	0.336898803710937	-1.30616760253906	-0.85797119140625	0.429092407226563	-0.14910888671875	28.2364044189453	-10.8149871826172	-12.9355163574219	6th_Feb_2017_10:53:18.384
1467544739.74609	1486396398451.54	-40.0136046255727	0.613451719284058	0.484754055738449	0.605125546455383	-0.150045737624168	-1.49658203125	-0.700698852539063	-1.18409729003906	-0.88592529296875	0.441421508789063	-0.17108154296875	30.6363067626953	-11.1149749755859	-12.3355407714844	6th_Feb_2017_10:53:18.451
1467544806.39648	1486396398518.19	-40.0136046255727	0.614309012889862	0.482581615447998	0.605970799922943	-0.150129169225693	-1.8017578125	-0.456558227539063	-1.24513244628906	-0.87969970703125	0.415908813476563	-0.16265869140625	30.9362945556641	-11.4149627685547	-12.0355529785156	6th_Feb_2017_10:53:18.518
1467544873.04688	1486396398584.84	-40.0136046255727	0.615478992462158	0.481531828641892	0.605579316616058	-0.150287568569183	-1.61865234375	-1.55519104003906	-0.634780883789063	-0.87518310546875	0.426895141601563	-0.16326904296875	28.8363800048828	-12.0149383544922	-12.9355163574219	6th_Feb_2017_10:53:18.584
1467544939.72778	1486396398651.52	-40.0136046255727	0.616358399391174	0.481062591075897	0.605085670948029	-0.150174021720886	-0.8251953125	-1.06690979003906	-0.756851196289063	-0.86700439453125	0.427749633789063	-0.17352294921875	29.7363433837891	-11.7149505615234	-12.3355407714844	6th_Feb_2017_10:53:18.651
1467545006.34766	1486396398718.14	-40.0136046255727	0.61721271276474	0.478369206190109	0.606410205364227	-0.149927422404289	-3.0224609375	-0.0293121337890625	-2.16065979003906	-0.86395263671875	0.422378540039063	-0.17120361328125	29.7363433837891	-11.7149505615234	-14.7354431152344	6th_Feb_2017_10:53:18.718
